Well,562
A1,1.798
B1,0.697
C1,0.079
D1,0.571
E1,0.649
F1,0.79
G1,0.521
H1,0.757
A2,1.796
B2,0.662
C2,0.077
D2,0.681
E2,0.784
F2,0.939
G2,0.582
H2,0.667
A3,1.774
B3,0.681
C3,0.078
D3,0.684
E3,0.772
F3,0.961
G3,0.607
H3,0.679
A4,1.643
B4,0.406
C4,0.736
D4,0.517
E4,0.951
F4,0.917
G4,0.611
H4,0.645
A5,1.65
B5,0.407
C5,0.765
D5,0.547
E5,0.936
F5,0.979
G5,0.662
H5,0.632
A6,1.6
B6,0.394
C6,0.79
D6,0.553
E6,0.96
F6,0.986
G6,0.679
H6,0.649
A7,1.12
B7,0.261
C7,0.692
D7,0.549
E7,0.79
F7,0.519
G7,0.576
H7,0.628
A8,1.14
B8,0.251
C8,0.732
D8,0.575
E8,0.763
F8,0.547
G8,0.649
H8,0.67
A9,1.161
B9,0.253
C9,0.728
D9,0.582
E9,0.825
F9,0.579
G9,0.619
H9,0.722
A10,1.026
B10,0.11
C10,0.651
D10,0.614
E10,0.849
F10,0.523
G10,0.494
H10,0.516
A11,0.981
B11,0.109
C11,0.665
D11,0.572
E11,0.916
F11,0.544
G11,0.53
H11,0.544
A12,1.054
B12,0.11
C12,0.661
D12,0.536
E12,0.819
F12,0.524
G12,0.543
H12,0.575
