Well,562
A1,0.878
B1,1.031
C1,0.863
D1,1.337
E1,0.811
F1,0.628
G1,1.789
H1,0.823
A2,0.922
B2,1.115
C2,1.074
D2,1.669
E2,1.077
F2,0.733
G2,1.969
H2,0.826
A3,0.926
B3,1.09
C3,1.123
D3,1.721
E3,1.03
F3,0.758
G3,2.01
H3,0.951
A4,0.893
B4,1.158
C4,0.988
D4,1.679
E4,1.129
F4,1.031
G4,2.286
H4,0.795
A5,0.977
B5,1.186
C5,1.064
D5,1.671
E5,1.112
F5,1.031
G5,2.302
H5,0.82
A6,0.945
B6,1.139
C6,0.981
D6,1.614
E6,1.035
F6,0.986
G6,2.434
H6,0.828
A7,0.838
B7,1.032
C7,0.974
D7,1.697
E7,0.789
F7,1.04
G7,1.681
H7,0.847
A8,1.018
B8,1.024
C8,0.934
D8,1.676
E8,0.839
F8,1.102
G8,2.34
H8,0.919
A9,0.988
B9,1.24
C9,1.002
D9,1.742
E9,0.721
F9,1.054
G9,2.335
H9,0.905
A10,0.885
B10,1.098
C10,0.832
D10,0.939
E10,0.716
F10,0.994
G10,1.016
H10,0.778
A11,0.831
B11,1.058
C11,0.883
D11,0.955
E11,0.611
F11,0.841
G11,0.905
H11,0.815
A12,0.988
B12,1.195
C12,0.959
D12,0.86
E12,0.615
F12,1.017
G12,0.886
H12,0.808
